LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-160.00	-1040.00	240.00	14.57	7.50	24.02	160.00	-740.00	-500.00	12.62	-12.38	27.62	-80.00	-1050.00	80.00	2.38	-7.74	-0.43	80.00	-870.00	580.00	5.06	-7.20	1.04
30.00	-1030.00	200.00	20.06	7.74	32.56	260.00	-710.00	-510.00	-2.56	-1.89	-1.34	-170.00	-1030.00	-40.00	-6.83	4.39	1.71	30.00	-910.00	480.00	-2.99	2.93	0.43
20.00	-1030.00	200.00	-5.12	2.74	-2.62	260.00	-710.00	-500.00	-2.93	-1.52	-1.28	-180.00	-1030.00	-40.00	-6.71	4.45	1.59	40.00	-920.00	480.00	-3.05	3.05	0.43
20.00	-1020.00	200.00	-5.12	2.26	-2.68	270.00	-710.00	-500.00	-3.29	-1.22	-1.10	-180.00	-1020.00	-50.00	-6.34	4.39	1.46	30.00	-920.00	480.00	-2.99	3.05	0.43
30.00	-1040.00	200.00	-5.18	2.13	-2.93	250.00	-710.00	-510.00	-3.60	-0.79	-0.98	-180.00	-1020.00	-50.00	-6.16	3.84	1.77	40.00	-920.00	490.00	-3.05	3.11	0.37
30.00	-1040.00	200.00	-5.30	1.89	-3.05	250.00	-710.00	-510.00	-3.78	-0.43	-0.98	-170.00	-1020.00	-50.00	-6.46	3.29	2.62	30.00	-920.00	490.00	-3.11	3.23	0.30
30.00	-1040.00	200.00	-5.37	1.59	-2.68	240.00	-710.00	-510.00	-4.09	0.06	-0.98	-180.00	-1020.00	-50.00	-6.46	3.41	2.99	40.00	-920.00	480.00	-2.99	3.23	0.24
20.00	-1030.00	200.00	-5.43	1.04	-2.62	260.00	-710.00	-510.00	-4.09	0.37	-1.04	-170.00	-1020.00	-50.00	-6.46	3.72	2.99	30.00	-920.00	480.00	-2.93	3.17	0.37
30.00	-1040.00	200.00	-5.79	0.79	-2.68	250.00	-710.00	-510.00	-4.27	0.49	-0.98	-170.00	-1030.00	-50.00	-6.46	4.02	2.62	30.00	-920.00	480.00	-3.17	3.11	0.73
20.00	-1060.00	190.00	-5.85	0.67	-2.87	260.00	-710.00	-510.00	-4.45	0.61	-0.91	-160.00	-1030.00	-50.00	-6.40	4.39	2.01	30.00	-920.00	480.00	-3.29	3.05	0.67
30.00	-1040.00	190.00	-5.79	0.73	-2.68	260.00	-700.00	-510.00	-4.63	0.55	-0.91	-180.00	-1030.00	-50.00	-6.46	4.63	2.07	30.00	-920.00	480.00	-3.35	3.17	0.43
30.00	-1040.00	200.00	-5.79	0.67	-2.56	250.00	-710.00	-510.00	-4.82	0.61	-0.85	-180.00	-1030.00	-50.00	-6.65	4.76	2.01	30.00	-920.00	480.00	-3.54	3.35	0.18
30.00	-1030.00	200.00	-5.85	-0.12	-2.56	260.00	-710.00	-510.00	-5.06	0.79	-0.67	-190.00	-1020.00	-50.00	-6.77	4.70	2.13	30.00	-920.00	480.00	-3.60	3.54	-0.12
30.00	-1040.00	200.00	-5.98	-0.79	-2.38	250.00	-710.00	-510.00	-5.12	0.91	-0.61	-190.00	-1020.00	-60.00	-6.59	4.70	2.32	40.00	-920.00	490.00	-3.72	3.78	-0.43
40.00	-1050.00	200.00	-6.28	-0.49	-1.95	260.00	-710.00	-510.00	-5.12	1.16	-0.61	-180.00	-1020.00	-60.00	-6.52	4.57	2.38	40.00	-920.00	490.00	-3.72	3.90	-0.49
30.00	-1040.00	180.00	-6.40	0.06	-1.89	260.00	-710.00	-510.00	-5.43	1.16	-0.55	-180.00	-1020.00	-60.00	-6.40	4.51	2.13	30.00	-920.00	480.00	-3.96	4.09	-0.61
30.00	-1040.00	190.00	-6.34	0.30	-1.77	250.00	-710.00	-510.00	-6.04	1.16	-0.12	-180.00	-1020.00	-60.00	-6.22	4.57	1.71	30.00	-920.00	480.00	-4.02	4.09	-0.61
40.00	-1050.00	190.00	-6.10	0.43	-1.59	260.00	-710.00	-510.00	-6.16	1.16	0.49	-170.00	-1030.00	-60.00	-6.10	4.39	1.65	30.00	-920.00	480.00	-4.02	4.15	-0.49
30.00	-1030.00	190.00	-5.91	0.67	-1.77	250.00	-700.00	-520.00	-6.16	1.40	0.73	-180.00	-1020.00	-60.00	-6.04	4.27	1.28	30.00	-920.00	470.00	-3.96	3.96	-0.49
40.00	-1040.00	190.00	-5.79	0.43	-2.01	250.00	-700.00	-510.00	-6.10	1.59	0.79	-180.00	-1020.00	-70.00	-6.10	4.27	1.10	30.00	-920.00	470.00	-3.84	3.90	-0.43
40.00	-1040.00	180.00	-5.61	-0.24	-2.50	250.00	-710.00	-510.00	-6.10	1.89	0.91	-180.00	-1020.00	-70.00	-6.04	4.15	0.85	30.00	-920.00	480.00	-3.60	3.84	-0.55
40.00	-1040.00	180.00	-5.61	-0.73	-2.80	270.00	-700.00	-510.00	-5.91	2.13	0.91	-170.00	-1020.00	-70.00	-5.85	4.33	0.49	30.00	-920.00	480.00	-3.41	3.72	-0.49
30.00	-1040.00	180.00	-5.37	-1.40	-2.62	260.00	-710.00	-520.00	-5.85	2.07	0.55	-180.00	-1020.00	-70.00	-5.85	4.70	-0.18	30.00	-920.00	470.00	-3.48	3.60	-0.61
30.00	-1050.00	170.00	-5.06	-1.65	-2.26	250.00	-700.00	-520.00	-5.79	1.83	0.18	-190.00	-1020.00	-70.00	-5.79	5.37	-1.04	30.00	-920.00	470.00	-3.54	3.66	-0.79
30.00	-1080.00	180.00	-5.00	-1.28	-2.01	260.00	-700.00	-520.00	-5.79	1.59	-0.12	-180.00	-1020.00	-70.00	-5.79	5.37	-1.04	30.00	-920.00	470.00	-3.48	3.90	-0.91
20.00	-1030.00	180.00	-5.12	-0.55	-1.83	260.00	-700.00	-520.00	-5.79	1.40	-0.12	-180.00	-1020.00	-80.00	-5.98	5.37	-1.16	30.00	-920.00	470.00	-3.54	4.02	-1.28
40.00	-1050.00	180.00	-4.94	-0.18	-1.65	260.00	-700.00	-520.00	-5.67	1.52	0.18	-190.00	-1030.00	-70.00	-6.04	5.12	-1.22	30.00	-920.00	470.00	-3.66	4.27	-1.71
40.00	-1050.00	180.00	-4.70	-0.18	-1.77	260.00	-700.00	-520.00	-5.73	1.83	0.55	-190.00	-1020.00	-70.00	-6.04	5.12	-1.22	30.00	-930.00	470.00	-3.66	4.51	-2.07
40.00	-1040.00	180.00	-4.63	-0.67	-1.77	250.00	-700.00	-520.00	-5.79	2.38	0.85	-190.00	-1020.00	-70.00	-5.85	4.94	-1.22	30.00	-930.00	470.00	-3.78	4.63	-2.32
50.00	-1040.00	180.00	-4.76	-1.10	-2.01	260.00	-700.00	-520.00	-5.85	2.99	0.98	-190.00	-1020.00	-70.00	-4.88	4.02	-2.56	30.00	-920.00	460.00	-3.78	4.63	-2.50
40.00	-1040.00	180.00	-4.82	-0.91	-2.07	270.00	-700.00	-520.00	-5.73	3.05	0.85	-180.00	-1020.00	-70.00	-4.88	4.02	-2.56	30.00	-930.00	470.00	-3.60	4.63	-2.50
30.00	-1040.00	170.00	-4.39	-0.24	-1.71	270.00	-700.00	-520.00	-5.55	2.62	0.43	-180.00	-1020.00	-80.00	-4.39	3.54	-3.11	20.00	-930.00	460.00	-3.11	4.39	-2.38
40.00	-1030.00	180.00	-3.84	0.55	-1.40	260.00	-700.00	-520.00	-5.67	2.13	0.18	-180.00	-1020.00	-80.00	-4.39	3.54	-3.11	30.00	-930.00	460.00	-3.11	4.39	-2.38
30.00	-1040.00	180.00	-3.41	1.16	-1.16	260.00	-700.00	-530.00	-5.37	2.13	0.30	-180.00	-1020.00	-80.00	-2.68	1.95	-4.94	30.00	-920.00	460.00	-3.11	4.39	-2.38
40.00	-1040.00	160.00	-3.23	1.22	-1.22	250.00	-690.00	-530.00	-5.06	1.83	0.24	-180.00	-1020.00	-80.00	-2.68	1.95	-4.94	30.00	-920.00	470.00	-2.74	4.02	-2.44
50.00	-1040.00	170.00	-3.11	0.73	-1.10	250.00	-690.00	-530.00	-4.70	1.52	0.30	-180.00	-1010.00	-90.00	-1.89	1.16	-5.79	30.00	-930.00	460.00	-2.74	4.02	-2.44
50.00	-1050.00	160.00	-3.11	0.55	-1.10	260.00	-700.00	-520.00	-4.15	1.77	0.43	-180.00	-1020.00	-80.00	-1.59	1.52	-6.34	30.00	-920.00	460.00	-2.74	4.02	-2.44
40.00	-1040.00	170.00	-2.99	0.67	-0.98	270.00	-690.00	-520.00	-4.02	1.83	0.30	-180.00	-1020.00	-80.00	-1.59	1.52	-6.34	30.00	-930.00	470.00	-1.95	3.72	-2.50
40.00	-1050.00	170.00	-1.95	1.65	-0.85	270.00	-690.00	-530.00	-3.96	1.52	0.30	-180.00	-1020.00	-80.00	-1.22	2.07	-6.95	30.00	-930.00	460.00	-1.95	3.72	-2.50
40.00	-1050.00	170.00	-1.95	1.65	-0.85	260.00	-690.00	-530.00	-3.90	1.34	0.49	-180.00	-1010.00	-90.00	-1.04	2.13	-7.20	30.00	-930.00	460.00	-1.95	3.72	-2.50
40.00	-1050.00	170.00	-1.95	1.65	-0.85	260.00	-680.00	-530.00	-3.54	0.98	0.43	-170.00	-1010.00	-100.00	-1.04	2.13	-7.20	30.00	-930.00	460.00	-1.95	3.72	-2.50
50.00	-1050.00	160.00	-1.52	1.22	-0.24	260.00	-680.00	-540.00	-3.35	0.61	0.24	-160.00	-1010.00	-100.00	-1.10	2.01	-7.38	30.00	-930.00	450.00	-0.49	2.62	-2.38
40.00	-1050.00	160.00	-1.52	1.22	-0.24	260.00	-690.00	-520.00	-2.93	-0.18	-0.12	-160.00	-1010.00	-90.00	-1.16	1.65	-7.38	30.00	-930.00	450.00	-0.37	2.50	-2.26
50.00	-1050.00	160.00	-1.52	1.22	-0.24	260.00	-690.00	-530.00	-2.50	-0.73	-0.61	-170.00	-1010.00	-100.00	-1.16	1.10	-7.68	30.00	-930.00	450.00	0.12	1.65	-2.07
50.00	-1050.00	160.00	-1.10	2.50	0.30	270.00	-690.00	-530.00	-2.38	-0.85	-0.61	-170.00	-1010.00	-100.00	-1.28	0.67	-7.87	30.00	-930.00	450.00	0.12	1.65	-2.07
50.00	-1050.00	160.00	-1.10	2.50	0.30	260.00	-690.00	-530.00	-2.38	-0.24	-0.12	-160.00	-1010.00	-100.00	-1.22	0.67	-7.99	30.00	-930.00	450.00	0.12	1.46	-2.13
40.00	-1040.00	170.00	-1.10	2.50	0.30	260.00	-690.00	-530.00	-2.50	-0.12	0.06	-150.00	-1020.00	-90.00	-0.85	1.10	-7.38	30.00	-930.00	450.00	0.55	1.40	-2.38
40.00	-1040.00	170.00	-1.22	2.99	1.28	260.00	-690.00	-540.00	-2.07	-0.61	0.06	-150.00	-1020.00	-90.00	-0.85	1.10	-7.38	30.00	-930.00	450.00	0.55	1.40	-2.38
40.00	-1040.00	170.00	0.24	3.17	1.77	250.00	-690.00	-540.00	-1.83	-1.59	-0.30	-160.00	-1020.00	-100.00	-0.67	1.16	-7.13	40.00	-930.00	450.00	0.55	1.40	-2.38
50.00	-1040.00	170.00	0.24	3.17	1.77	230.00	-680.00	-530.00	-1.83	-1.95	-0.43	-150.00	-1020.00	-100.00	-0.37	1.28	-6.52	30.00	-930.00	450.00	1.16	1.46	-3.11
50.00	-1040.00	170.00	0.55	3.72	2.68	260.00	-690.00	-540.00	-1.95	-1.40	-0.06	-160.00	-1020.00	-100.00	-0.37	1.28	-6.52	40.00	-930.00	450.00	1.16	1.46	-3.11
50.00	-1040.00	170.00	0.37	3.84	3.54	270.00	-690.00	-530.00	-2.01	-0.98	0.43	-160.00	-1020.00	-100.00	-0.18	1.10	-6.16	40.00	-930.00	450.00	1.16	1.46	-3.11
50.00	-1050.00	170.00	0.37	3.84	3.54	270.00	-690.00	-540.00	-1.83	-0.91	0.67	-150.00	-1020.00	-100.00	-0.06	0.85	-5.91	40.00	-930.00	450.00	1.65	1.52	-3.48
50.00	-1040.00	160.00	0.37	3.84	3.54	270.00	-690.00	-530.00	-1.65	-1.52	0.73	-140.00	-1020.00	-100.00	0.49	0.06	-4.09	30.00	-930.00	450.00	1.65	1.52	-3.48
50.00	-1040.00	160.00	0.55	3.54	3.66	250.00	-680.00	-540.00	-1.22	-2.50	0.30	-140.00	-1020.00	-100.00	0.79	-0.30	-3.41	30.00	-930.00	450.00	1.65	1.52	-3.48
50.00	-1040.00	160.00	0.55	3.54	3.66	260.00	-690.00	-530.00	-0.85	-2.68	0.24	-140.00	-1020.00	-100.00	0.79	-0.30	-3.41	30.00	-930.00	450.00	1.65	1.77	-3.60
50.00	-1040.00	160.00	0.49	3.54	3.72	270.00	-690.00	-540.00	-0.61	-1.89	0.61	-140.00	-1020.00	-100.00	1.34	-0.98	-3.48	40.00	-930.00	450.00	1.77	2.74	-3.66
50.00	-1040.00	160.00	0.49	3.54	3.72	260.00	-690.00	-530.00	-0.73	-1.16	0.91	-130.00	-1020.00	-110.00	1.65	-1.28	-3.48	40.00	-930.00	450.00	1.77	2.74	-3.66
