LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-510.00	-1180.00	-770.00	9.45	43.84	-29.33	310.00	-730.00	-530.00	-5.79	8.78	-6.95	-130.00	-980.00	-30.00	-2.99	5.18	-9.09	70.00	-890.00	520.00	4.09	21.89	-14.94
-10.00	-1030.00	220.00	1.65	-0.06	3.78	240.00	-720.00	-510.00	1.77	-1.34	2.56	-160.00	-1030.00	-10.00	1.46	-1.52	6.34	70.00	-910.00	500.00	0.06	0.37	5.91
-10.00	-1040.00	220.00	1.46	0.30	3.78	240.00	-720.00	-510.00	1.52	-0.91	2.56	-180.00	-1030.00	-10.00	1.16	-1.65	6.71	40.00	-900.00	510.00	0.00	0.30	5.73
-10.00	-1030.00	210.00	1.40	0.61	3.90	230.00	-720.00	-510.00	1.28	-0.61	2.62	-180.00	-1020.00	0.00	1.04	-1.71	7.01	50.00	-900.00	510.00	-0.06	0.49	5.73
-10.00	-1040.00	210.00	1.28	0.55	3.84	230.00	-720.00	-500.00	1.22	-0.55	2.68	-180.00	-1020.00	-0.00	0.91	-1.71	7.01	60.00	-900.00	520.00	-0.18	0.55	5.73
-10.00	-1030.00	220.00	1.04	0.49	3.66	230.00	-720.00	-500.00	0.91	-0.37	2.62	-180.00	-1030.00	-0.00	0.79	-1.71	6.95	60.00	-900.00	520.00	-0.24	0.61	5.73
-10.00	-1040.00	230.00	0.98	0.37	3.35	230.00	-720.00	-510.00	0.85	-0.37	2.62	-180.00	-1040.00	-10.00	0.73	-1.71	6.95	50.00	-900.00	520.00	-0.12	0.49	5.61
-10.00	-1040.00	220.00	0.85	0.24	3.29	230.00	-720.00	-500.00	0.73	-0.12	2.38	-180.00	-1030.00	-0.00	0.67	-1.65	6.77	60.00	-900.00	520.00	-0.06	0.61	5.43
-10.00	-1040.00	230.00	0.79	0.18	3.23	230.00	-720.00	-500.00	0.55	-0.06	2.20	-190.00	-1030.00	-0.00	0.37	-1.59	6.95	30.00	-900.00	510.00	0.00	0.67	5.30
-10.00	-1040.00	220.00	0.67	0.24	3.05	230.00	-720.00	-500.00	0.37	0.06	2.20	-200.00	-1030.00	-20.00	0.24	-1.65	6.89	50.00	-900.00	510.00	0.00	0.49	5.24
-20.00	-1030.00	210.00	0.49	0.12	2.87	230.00	-730.00	-510.00	0.30	0.12	2.20	-180.00	-1020.00	-0.00	0.06	-1.52	7.26	40.00	-890.00	520.00	0.00	0.37	5.12
-20.00	-1040.00	220.00	0.37	-0.06	2.50	230.00	-720.00	-500.00	0.18	0.24	2.13	-190.00	-1030.00	0.00	0.00	-1.40	6.95	50.00	-900.00	520.00	0.00	0.24	5.24
-20.00	-1040.00	220.00	0.30	-0.24	2.26	230.00	-720.00	-500.00	0.00	0.18	1.77	-180.00	-1030.00	-10.00	-0.12	-1.40	6.95	40.00	-910.00	510.00	0.00	0.18	5.18
-10.00	-1040.00	220.00	0.37	-0.37	2.13	220.00	-720.00	-510.00	-0.12	0.37	1.46	-190.00	-1020.00	-0.00	-0.12	-1.28	6.52	40.00	-900.00	500.00	0.00	0.24	4.45
-20.00	-1040.00	220.00	0.43	-0.49	1.95	220.00	-720.00	-510.00	-0.12	0.30	1.16	-210.00	-1020.00	-10.00	-0.18	-1.46	6.77	30.00	-900.00	510.00	0.00	0.24	4.45
-20.00	-1040.00	220.00	0.49	-0.61	1.77	220.00	-720.00	-510.00	0.00	0.24	1.04	-190.00	-1020.00	-10.00	-0.24	-1.71	6.52	40.00	-900.00	510.00	0.12	0.24	4.09
-20.00	-1040.00	220.00	0.43	-0.73	1.52	230.00	-720.00	-500.00	0.12	0.18	0.91	-200.00	-1020.00	-0.00	-0.55	-1.77	6.04	40.00	-910.00	510.00	0.00	0.30	3.48
-20.00	-1040.00	220.00	0.37	-0.91	1.16	220.00	-720.00	-500.00	0.06	0.06	0.73	-200.00	-1020.00	-10.00	-0.55	-1.77	6.04	20.00	-900.00	500.00	-0.06	0.49	3.41
-20.00	-1040.00	220.00	0.30	-0.85	0.85	220.00	-720.00	-500.00	0.06	-0.06	0.55	-200.00	-1030.00	-20.00	-0.55	-1.77	6.04	40.00	-900.00	510.00	-0.06	0.49	3.41
-20.00	-1040.00	220.00	0.24	-0.79	0.91	230.00	-720.00	-510.00	-0.18	-0.06	0.37	-190.00	-1030.00	0.00	-0.67	-1.59	5.61	30.00	-900.00	510.00	0.00	0.49	3.05
-20.00	-1040.00	210.00	0.30	-0.73	0.91	230.00	-720.00	-510.00	-0.24	0.06	0.30	-190.00	-1030.00	-0.00	-0.85	-1.04	5.24	30.00	-900.00	500.00	-0.06	0.49	2.87
-20.00	-1040.00	220.00	0.30	-0.79	0.91	230.00	-720.00	-510.00	-0.37	0.12	0.37	-210.00	-1030.00	-20.00	-0.85	-1.04	5.24	30.00	-910.00	510.00	-0.06	0.49	2.87
-20.00	-1040.00	220.00	0.30	-0.79	0.79	230.00	-720.00	-510.00	-0.49	0.12	0.24	-210.00	-1020.00	-0.00	-0.91	-0.98	4.82	40.00	-910.00	510.00	-0.12	0.73	2.62
-10.00	-1040.00	220.00	0.24	-0.98	0.73	230.00	-730.00	-500.00	-0.49	0.18	0.24	-210.00	-1020.00	-0.00	-1.10	-0.67	4.45	40.00	-900.00	510.00	-0.12	0.73	2.62
-20.00	-1040.00	220.00	0.18	-0.85	0.79	230.00	-720.00	-510.00	-0.37	0.12	0.30	-210.00	-1020.00	-0.00	-1.10	-0.67	4.45	40.00	-910.00	510.00	-0.12	0.79	2.32
-20.00	-1050.00	220.00	0.12	-0.85	0.91	230.00	-720.00	-510.00	-0.30	0.06	0.24	-190.00	-1030.00	0.00	-1.10	-0.61	4.39	20.00	-910.00	500.00	-0.12	0.79	2.32
-10.00	-1040.00	220.00	0.12	-0.73	1.10	230.00	-720.00	-510.00	-0.49	0.00	0.30	-210.00	-1020.00	0.00	-1.04	0.00	3.60	30.00	-910.00	520.00	-0.18	0.73	2.20
-20.00	-1040.00	220.00	-0.06	-0.55	1.10	230.00	-720.00	-510.00	-0.55	0.06	0.49	-210.00	-1020.00	0.00	-1.04	0.00	3.60	30.00	-910.00	520.00	-0.06	0.67	2.13
-10.00	-1040.00	220.00	-0.06	-0.24	1.22	230.00	-720.00	-500.00	-0.67	0.18	0.61	-210.00	-1020.00	-0.00	-1.10	0.12	3.29	30.00	-900.00	510.00	-0.06	0.67	2.13
-20.00	-1040.00	210.00	-0.06	-0.30	1.28	230.00	-720.00	-510.00	-0.73	0.30	0.79	-210.00	-1020.00	-0.00	-1.10	0.12	3.29	30.00	-900.00	510.00	-0.06	0.61	2.13
