LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-30.00	-1020.00	260.00	-22.01	4.70	6.16	240.00	-730.00	-490.00	-15.55	2.07	5.43	-180.00	-1050.00	20.00	-10.12	14.09	13.48	80.00	-920.00	550.00	-10.49	13.41	5.98
0.00	-1040.00	230.00	0.12	-1.71	0.24	240.00	-720.00	-500.00	-0.67	-0.12	-0.12	-180.00	-1030.00	10.00	-0.61	-0.24	0.12	80.00	-920.00	550.00	0.85	-0.61	0.30
-0.00	-1040.00	240.00	-0.06	-1.65	0.24	240.00	-720.00	-500.00	-0.73	-0.12	-0.06	-180.00	-1030.00	10.00	-0.67	-0.24	0.24	50.00	-900.00	530.00	0.98	-0.55	0.37
-0.00	-1040.00	230.00	-0.06	-1.46	0.24	240.00	-720.00	-500.00	-0.79	-0.12	0.00	-180.00	-1030.00	10.00	-0.55	-0.12	0.12	60.00	-900.00	520.00	0.98	-0.55	0.43
-0.00	-1040.00	240.00	-0.12	-1.40	0.49	240.00	-720.00	-510.00	-0.67	-0.12	0.12	-180.00	-1030.00	10.00	-0.55	0.00	-0.12	60.00	-900.00	530.00	0.91	-0.55	0.55
0.00	-1040.00	230.00	-0.18	-1.28	0.55	250.00	-720.00	-510.00	-0.73	-0.12	0.18	-180.00	-1020.00	10.00	-0.49	0.12	-0.43	60.00	-900.00	520.00	0.98	-0.49	0.61
-0.00	-1040.00	230.00	-0.18	-1.22	0.55	250.00	-720.00	-510.00	-0.67	-0.12	0.30	-170.00	-1030.00	10.00	-0.43	0.37	-0.61	60.00	-900.00	530.00	0.79	-0.43	0.73
0.00	-1040.00	230.00	-0.12	-1.34	0.61	240.00	-720.00	-500.00	-0.67	-0.24	0.24	-180.00	-1030.00	10.00	-0.49	0.37	-0.67	50.00	-900.00	520.00	0.85	-0.49	0.67
-0.00	-1040.00	230.00	-0.12	-1.46	0.79	240.00	-720.00	-500.00	-0.73	-0.37	0.12	-180.00	-1030.00	10.00	-0.55	0.37	-0.55	50.00	-900.00	520.00	0.91	-0.43	0.43
-0.00	-1040.00	230.00	-0.30	-1.34	0.67	250.00	-720.00	-500.00	-0.85	-0.43	0.00	-180.00	-1020.00	10.00	-0.67	0.49	-0.61	50.00	-900.00	520.00	0.91	-0.49	0.24
0.00	-1040.00	240.00	-0.30	-1.46	0.43	240.00	-720.00	-500.00	-0.79	-0.24	-0.06	-180.00	-1030.00	10.00	-0.79	0.67	-0.61	60.00	-900.00	530.00	0.91	-0.49	0.24
0.00	-1040.00	230.00	-0.49	-1.46	0.24	240.00	-720.00	-500.00	-0.91	-0.24	-0.24	-180.00	-1030.00	10.00	-1.04	0.67	-0.18	50.00	-890.00	530.00	0.67	-0.43	0.18
-0.00	-1040.00	230.00	-0.24	-1.77	0.06	250.00	-710.00	-510.00	-0.91	-0.30	-0.18	-180.00	-1030.00	10.00	-0.91	0.73	-0.24	50.00	-890.00	530.00	0.61	-0.37	0.12
0.00	-1040.00	230.00	-0.24	-1.77	0.06	250.00	-720.00	-510.00	-0.79	-0.18	-0.18	-180.00	-1030.00	10.00	-0.98	0.79	-0.43	60.00	-900.00	520.00	0.55	-0.24	0.18
-0.00	-1040.00	230.00	-0.30	-1.65	0.06	250.00	-720.00	-500.00	-0.85	-0.18	-0.24	-180.00	-1030.00	10.00	-0.98	0.79	-0.43	50.00	-900.00	530.00	0.61	-0.18	0.12
0.00	-1040.00	230.00	-0.24	-1.77	0.18	240.00	-720.00	-500.00	-0.98	-0.18	-0.12	-180.00	-1030.00	10.00	-1.04	0.85	-0.67	50.00	-900.00	520.00	0.55	-0.18	0.18
0.00	-1040.00	230.00	-0.24	-1.77	0.18	240.00	-720.00	-500.00	-1.10	0.06	-0.12	-180.00	-1030.00	10.00	-0.91	0.85	-0.98	50.00	-900.00	530.00	0.55	-0.18	0.18
-0.00	-1040.00	230.00	-0.37	-1.59	0.12	240.00	-720.00	-500.00	-1.22	0.18	-0.12	-170.00	-1030.00	10.00	-1.16	0.91	-0.98	50.00	-900.00	530.00	0.30	-0.12	0.24
-0.00	-1040.00	240.00	-0.49	-1.46	0.12	240.00	-720.00	-510.00	-1.22	0.30	-0.06	-170.00	-1030.00	10.00	-1.16	0.91	-0.98	50.00	-900.00	530.00	0.30	0.00	0.30
-0.00	-1040.00	240.00	-0.55	-1.28	0.24	240.00	-720.00	-510.00	-1.46	0.49	0.06	-180.00	-1030.00	10.00	-1.22	1.10	-1.16	50.00	-890.00	520.00	0.30	0.00	0.30
-0.00	-1040.00	220.00	-0.55	-1.16	0.18	240.00	-710.00	-500.00	-1.59	0.61	0.06	-180.00	-1050.00	10.00	-1.04	1.16	-1.28	50.00	-890.00	520.00	0.55	-0.12	0.06
0.00	-1040.00	230.00	-0.73	-0.98	0.06	240.00	-710.00	-500.00	-1.59	0.67	0.00	-190.00	-1030.00	-0.00	-1.04	1.16	-1.28	50.00	-900.00	520.00	0.55	-0.12	0.06
0.00	-1040.00	230.00	-0.79	-0.73	-0.18	240.00	-720.00	-510.00	-1.77	0.73	-0.06	-190.00	-1030.00	-0.00	-1.04	1.16	-1.28	50.00	-900.00	530.00	0.61	-0.18	-0.06
-0.00	-1040.00	230.00	-0.73	-0.67	-0.12	240.00	-720.00	-500.00	-1.71	0.85	-0.06	-180.00	-1030.00	10.00	-0.98	1.16	-1.59	50.00	-900.00	530.00	0.43	-0.18	-0.30
0.00	-1040.00	230.00	-0.73	-0.67	-0.12	240.00	-720.00	-500.00	-1.65	0.85	-0.12	-180.00	-1030.00	10.00	-1.10	1.22	-1.59	50.00	-900.00	520.00	0.24	-0.12	-0.49
0.00	-1040.00	230.00	-0.73	-0.55	0.00	250.00	-720.00	-500.00	-1.71	0.98	0.00	-180.00	-1030.00	10.00	-1.22	1.40	-1.89	50.00	-900.00	520.00	0.37	0.12	-0.30
0.00	-1040.00	230.00	-0.79	-0.55	0.24	240.00	-720.00	-500.00	-1.71	0.91	0.06	-170.00	-1030.00	10.00	-1.22	1.46	-1.95	50.00	-900.00	520.00	0.49	-0.06	-0.30
0.00	-1040.00	230.00	-0.79	-0.55	0.24	250.00	-720.00	-510.00	-1.77	1.10	0.12	-180.00	-1030.00	10.00	-1.22	1.46	-1.95	50.00	-900.00	520.00	0.49	-0.06	-0.30
