LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-10.00	-1030.00	300.00	0.85	0.55	2.87	250.00	-740.00	-470.00	-0.06	-0.12	1.59	-90.00	-1040.00	-10.00	-0.67	5.98	-2.56	100.00	-910.00	500.00	-0.67	3.11	-1.40
-10.00	-1030.00	300.00	0.12	-1.95	1.40	250.00	-710.00	-510.00	-0.91	0.73	0.61	-150.00	-1030.00	-40.00	-0.30	0.43	0.06	70.00	-920.00	470.00	0.61	-0.24	0.67
20.00	-1040.00	230.00	0.12	-1.89	1.40	250.00	-710.00	-510.00	-0.91	0.91	0.61	-150.00	-1030.00	-40.00	-0.24	0.30	0.24	70.00	-920.00	480.00	0.55	-0.18	0.79
20.00	-1040.00	230.00	0.06	-1.95	1.40	250.00	-700.00	-520.00	-0.91	0.85	0.61	-160.00	-1030.00	-40.00	-0.18	0.30	0.24	70.00	-920.00	480.00	0.61	-0.12	0.67
20.00	-1040.00	230.00	0.06	-1.95	1.40	250.00	-700.00	-520.00	-0.91	0.79	0.73	-150.00	-1020.00	-40.00	-0.12	0.24	0.30	80.00	-910.00	480.00	0.61	-0.24	0.67
20.00	-1040.00	230.00	0.06	-2.01	1.22	250.00	-710.00	-510.00	-0.91	0.91	0.67	-150.00	-1030.00	-50.00	-0.12	0.12	0.37	70.00	-920.00	480.00	0.55	-0.18	0.73
20.00	-1040.00	230.00	0.12	-2.20	1.28	250.00	-710.00	-510.00	-0.85	0.98	0.61	-150.00	-1030.00	-50.00	-0.12	0.18	0.30	70.00	-920.00	480.00	0.61	-0.24	0.85
20.00	-1040.00	230.00	0.12	-2.20	1.22	250.00	-710.00	-510.00	-0.79	0.98	0.49	-160.00	-1030.00	-40.00	-0.18	0.18	0.18	70.00	-920.00	480.00	0.61	-0.18	0.79
20.00	-1030.00	230.00	0.12	-2.20	1.10	260.00	-710.00	-510.00	-0.85	0.91	0.37	-150.00	-1020.00	-40.00	-0.18	0.24	0.06	70.00	-920.00	480.00	0.67	-0.30	0.73
20.00	-1040.00	230.00	0.12	-2.13	1.16	250.00	-710.00	-510.00	-0.79	0.85	0.30	-150.00	-1030.00	-50.00	-0.18	0.24	0.06	80.00	-910.00	470.00	0.79	-0.37	0.91
