LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-0.00	-1040.00	230.00	-0.55	-0.18	0.24	60.00	-910.00	-160.00	3.29	-1.52	0.55	-80.00	-990.00	-40.00	2.74	-3.11	1.77	-10.00	-960.00	360.00	4.51	4.09	2.87
130.00	-1020.00	180.00	0.98	-0.91	1.83	260.00	-870.00	-140.00	-0.06	0.85	1.40	-220.00	-980.00	-40.00	0.24	0.73	3.29	-60.00	-960.00	390.00	0.06	-0.61	2.56
140.00	-1020.00	180.00	0.98	-0.98	1.89	260.00	-870.00	-140.00	0.00	1.04	1.52	-220.00	-990.00	-40.00	0.61	1.04	4.45	-70.00	-950.00	390.00	-0.18	-0.24	2.99
140.00	-1020.00	190.00	1.04	-0.98	2.01	260.00	-880.00	-140.00	0.06	1.28	1.77	-210.00	-990.00	-30.00	0.30	1.52	4.02	-60.00	-960.00	390.00	-0.55	-0.06	4.27
140.00	-1020.00	190.00	1.10	-1.04	2.07	260.00	-870.00	-140.00	0.00	1.28	1.83	-210.00	-990.00	-30.00	0.12	1.16	3.05	-60.00	-950.00	390.00	-0.61	-0.43	5.61
130.00	-1020.00	180.00	1.04	-1.16	2.20	260.00	-870.00	-140.00	-0.06	1.28	1.95	-210.00	-990.00	-40.00	0.12	0.55	2.50	-70.00	-960.00	380.00	-0.61	-0.79	5.91
140.00	-1020.00	190.00	0.98	-0.91	2.32	260.00	-880.00	-140.00	-0.06	1.34	1.89	-210.00	-990.00	-40.00	0.06	0.00	2.01	-60.00	-950.00	380.00	-0.85	-0.61	5.61
140.00	-1020.00	180.00	0.85	-0.79	2.26	260.00	-880.00	-140.00	-0.12	1.40	1.83	-220.00	-980.00	-30.00	-0.12	-0.18	1.59	-60.00	-950.00	390.00	-0.79	-0.24	5.06
140.00	-1020.00	180.00	0.85	-0.73	2.26	260.00	-880.00	-140.00	-0.24	1.28	1.83	-230.00	-980.00	-40.00	-0.24	-0.24	1.46	-60.00	-950.00	390.00	-0.43	-0.30	4.57
140.00	-1020.00	190.00	0.91	-0.67	2.38	260.00	-880.00	-140.00	-0.18	1.28	1.83	-230.00	-980.00	-40.00	-0.30	-0.30	1.16	-60.00	-960.00	380.00	-0.12	-0.30	3.84
140.00	-1020.00	190.00	0.91	-0.79	2.32	260.00	-870.00	-140.00	-0.12	1.22	1.77	-230.00	-980.00	-40.00	-0.49	-0.18	0.55	-70.00	-950.00	380.00	-0.06	-0.12	3.29
140.00	-1020.00	190.00	0.85	-0.73	2.26	260.00	-870.00	-140.00	-0.06	1.04	1.40	-230.00	-980.00	-40.00	-0.67	0.00	0.12	-70.00	-950.00	390.00	0.12	-0.18	2.93
130.00	-1020.00	180.00	0.91	-0.55	2.13	260.00	-880.00	-150.00	0.12	0.85	1.16	-230.00	-980.00	-30.00	-0.67	-0.18	0.06	-80.00	-950.00	390.00	0.00	-0.12	2.80
130.00	-1020.00	180.00	1.10	-0.43	1.83	260.00	-880.00	-140.00	0.43	0.61	0.91	-220.00	-980.00	-40.00	-0.55	-0.12	0.18	-80.00	-950.00	380.00	0.06	-0.12	2.26
130.00	-1020.00	190.00	1.40	-0.37	1.65	250.00	-880.00	-140.00	0.67	0.49	0.55	-230.00	-980.00	-30.00	-0.12	-0.49	0.18	-80.00	-950.00	390.00	0.30	0.00	1.65
130.00	-1020.00	190.00	1.40	-0.30	1.46	260.00	-880.00	-140.00	0.91	0.43	0.43	-230.00	-980.00	-30.00	0.06	-0.79	0.30	-80.00	-950.00	380.00	0.43	-0.06	1.46
140.00	-1020.00	180.00	1.59	-0.30	1.34	260.00	-880.00	-140.00	1.10	0.30	0.24	-230.00	-980.00	-30.00	0.18	-0.85	0.37	-70.00	-950.00	390.00	0.49	-0.12	1.52
130.00	-1020.00	180.00	1.77	-0.30	1.04	260.00	-880.00	-140.00	1.46	0.24	0.00	-220.00	-990.00	-30.00	0.49	-0.85	0.55	-80.00	-950.00	380.00	0.49	-0.12	1.46
130.00	-1020.00	190.00	1.89	-0.43	0.91	260.00	-880.00	-140.00	1.77	0.30	-0.12	-220.00	-980.00	-40.00	0.85	-1.16	0.85	-80.00	-950.00	390.00	0.61	-0.18	1.65
130.00	-1020.00	180.00	2.26	-0.67	0.91	260.00	-870.00	-140.00	1.95	0.24	-0.06	-220.00	-980.00	-40.00	1.04	-1.28	0.67	-80.00	-950.00	380.00	0.61	-0.12	1.83
130.00	-1020.00	190.00	2.32	-0.61	0.91	260.00	-880.00	-140.00	2.13	0.18	-0.06	-220.00	-990.00	-40.00	0.85	-1.10	0.37	-80.00	-950.00	380.00	0.43	0.00	2.13
130.00	-1020.00	180.00	2.32	-0.61	1.04	260.00	-870.00	-140.00	2.32	0.18	-0.12	-220.00	-980.00	-40.00	0.67	-1.22	0.00	-80.00	-950.00	390.00	0.24	0.00	2.44
130.00	-1020.00	180.00	2.44	-0.79	0.98	260.00	-880.00	-150.00	2.44	0.24	-0.18	-210.00	-990.00	-40.00	0.98	-1.59	0.06	-70.00	-950.00	390.00	0.12	0.12	2.80
130.00	-1020.00	190.00	2.50	-0.79	1.10	260.00	-870.00	-140.00	2.74	0.12	-0.18	-220.00	-980.00	-40.00	1.04	-1.95	0.12	-80.00	-950.00	380.00	0.30	0.00	2.80
130.00	-1020.00	190.00	2.50	-0.79	0.98	260.00	-880.00	-140.00	2.87	0.00	-0.24	-220.00	-990.00	-50.00	1.28	-2.56	0.37	-70.00	-960.00	390.00	0.37	0.06	2.99
130.00	-1020.00	180.00	2.62	-0.79	0.91	260.00	-880.00	-140.00	2.99	0.06	-0.37	-230.00	-980.00	-30.00	1.95	-3.54	0.91	-80.00	-950.00	380.00	0.49	0.18	3.05
130.00	-1020.00	190.00	2.68	-0.85	0.98	250.00	-880.00	-140.00	3.17	0.00	-0.49	-220.00	-980.00	-30.00	2.13	-3.60	1.59	-70.00	-960.00	380.00	0.49	0.18	3.23
130.00	-1020.00	190.00	2.93	-0.85	0.98	250.00	-880.00	-140.00	3.23	0.12	-0.67	-230.00	-990.00	-40.00	1.89	-2.62	2.07	-80.00	-960.00	380.00	0.49	0.12	3.05
