LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-240.00	-1060.00	190.00	4.63	-0.12	-4.51	-160.00	-1340.00	330.00	31.34	-24.27	105.30	20.00	-1000.00	-20.00	15.79	2.32	-0.55	30.00	-1010.00	50.00	4.33	4.09	4.70
-20.00	-1050.00	120.00	-0.49	-1.10	1.95	-40.00	-940.00	130.00	-1.40	0.98	0.67	-20.00	-1000.00	-60.00	-0.43	-1.04	-0.55	20.00	-1000.00	60.00	-0.43	0.67	1.40
-30.00	-1050.00	120.00	-0.43	-1.04	1.83	-40.00	-940.00	130.00	-1.22	0.91	0.55	-20.00	-1000.00	-60.00	-0.43	-0.98	-0.49	20.00	-1000.00	60.00	-0.49	0.37	1.22
-20.00	-1050.00	130.00	-0.30	-1.10	1.77	-30.00	-940.00	130.00	-1.10	0.85	0.43	-30.00	-1000.00	-60.00	-0.55	-0.98	-0.43	20.00	-1000.00	60.00	-0.61	0.12	1.22
-20.00	-1050.00	130.00	-0.30	-1.10	1.77	-30.00	-940.00	130.00	-1.10	0.79	0.61	-30.00	-1000.00	-60.00	-0.85	-0.98	-0.30	30.00	-1000.00	60.00	-0.55	0.00	1.10
-20.00	-1050.00	120.00	-0.24	-0.98	1.77	-40.00	-930.00	120.00	-1.04	0.79	0.55	-20.00	-1000.00	-70.00	-0.98	-0.91	-0.37	20.00	-1000.00	60.00	-0.55	-0.12	0.91
-30.00	-1050.00	130.00	-0.06	-1.10	1.71	-40.00	-940.00	130.00	-0.85	0.85	0.55	-20.00	-1000.00	-70.00	-0.85	-0.79	-0.61	20.00	-1000.00	60.00	-0.37	-0.43	0.91
-30.00	-1050.00	120.00	-0.12	-1.16	1.65	-40.00	-940.00	120.00	-0.91	0.85	0.49	-20.00	-1000.00	-70.00	-0.85	-0.67	-0.67	20.00	-1000.00	60.00	-0.24	-0.37	0.98
-30.00	-1050.00	120.00	0.06	-1.04	1.71	-40.00	-940.00	130.00	-0.73	0.79	0.55	-20.00	-1000.00	-70.00	-0.85	-0.67	-0.73	20.00	-1000.00	60.00	-0.37	-0.37	0.91
-30.00	-1050.00	120.00	0.24	-1.10	1.71	-40.00	-940.00	130.00	-0.55	0.79	0.55	-20.00	-1000.00	-70.00	-0.61	-0.67	-0.79	20.00	-1000.00	60.00	-0.24	-0.49	0.98
-20.00	-1050.00	120.00	0.24	-1.16	1.71	-40.00	-940.00	130.00	-0.61	0.73	0.61	-20.00	-1000.00	-70.00	-0.43	-0.55	-0.67	20.00	-1000.00	50.00	-0.24	-0.79	1.16
-20.00	-1050.00	120.00	0.18	-1.04	1.59	-40.00	-930.00	130.00	-0.49	0.73	0.67	-20.00	-1000.00	-70.00	-0.30	-0.55	-0.79	20.00	-1000.00	60.00	-0.24	-1.04	1.46
-30.00	-1050.00	130.00	0.30	-0.98	1.77	-40.00	-940.00	120.00	-0.43	0.73	0.79	-20.00	-1000.00	-70.00	-0.30	-0.43	-0.85	20.00	-1000.00	60.00	-0.18	-1.34	1.83
-30.00	-1040.00	120.00	0.43	-0.98	1.77	-40.00	-940.00	120.00	-0.37	0.91	0.79	-20.00	-1000.00	-70.00	0.00	-0.61	-0.67	20.00	-1000.00	60.00	0.06	-1.77	2.07
-30.00	-1050.00	120.00	0.43	-0.98	1.83	-40.00	-940.00	130.00	-0.37	0.79	0.91	-20.00	-1000.00	-70.00	-0.18	-0.49	-0.55	20.00	-1000.00	60.00	0.12	-1.95	2.01
-30.00	-1050.00	120.00	0.49	-0.98	1.71	-40.00	-940.00	120.00	-0.30	0.73	0.91	-20.00	-1000.00	-70.00	-1.04	0.12	-0.55	20.00	-1000.00	60.00	0.12	-2.13	1.95
-30.00	-1050.00	120.00	0.61	-0.98	1.59	-40.00	-940.00	130.00	-0.37	0.79	0.85	-20.00	-1000.00	-60.00	-1.77	0.98	-0.37	30.00	-1000.00	60.00	0.12	-2.20	1.95
-30.00	-1050.00	120.00	0.43	-1.04	1.52	-30.00	-940.00	130.00	-0.43	0.61	0.85	-20.00	-1000.00	-70.00	-1.71	1.28	-0.06	30.00	-1010.00	60.00	0.06	-2.26	1.83
-20.00	-1050.00	130.00	0.49	-1.04	1.46	-30.00	-940.00	120.00	-0.43	0.55	0.79	-20.00	-1000.00	-70.00	-1.59	1.46	0.12	20.00	-1000.00	50.00	0.06	-2.38	1.71
-30.00	-1050.00	120.00	0.43	-1.04	1.40	-30.00	-940.00	120.00	-0.49	0.55	0.79	-20.00	-1000.00	-70.00	-1.28	1.34	0.43	20.00	-1000.00	60.00	-0.18	-2.26	1.59
-30.00	-1050.00	130.00	0.30	-1.04	1.34	-30.00	-940.00	130.00	-0.55	0.49	0.73	-20.00	-1010.00	-60.00	-1.16	1.65	0.49	20.00	-1000.00	50.00	-0.18	-2.13	1.40
-30.00	-1050.00	120.00	0.37	-0.98	1.22	-40.00	-940.00	130.00	-0.61	0.43	0.61	-20.00	-1000.00	-70.00	-0.85	1.52	0.55	20.00	-1000.00	60.00	-0.24	-2.01	1.40
-30.00	-1050.00	130.00	0.30	-0.98	1.22	-40.00	-940.00	130.00	-0.55	0.49	0.67	-20.00	-1010.00	-70.00	-0.91	1.65	0.55	20.00	-1000.00	60.00	-0.30	-2.01	1.22
-40.00	-1050.00	130.00	0.24	-0.98	1.22	-40.00	-940.00	130.00	-0.49	0.37	0.67	-20.00	-1010.00	-70.00	-0.85	1.71	0.49	20.00	-990.00	60.00	-0.18	-1.89	1.04
-30.00	-1050.00	130.00	0.37	-0.98	1.10	-40.00	-930.00	130.00	-0.55	0.37	0.61	-20.00	-1000.00	-70.00	-0.79	1.52	0.18	10.00	-1000.00	60.00	0.00	-1.83	0.91
-30.00	-1050.00	120.00	0.30	-0.98	1.10	-40.00	-940.00	120.00	-0.55	0.24	0.55	-20.00	-1000.00	-70.00	-0.98	1.71	0.12	20.00	-990.00	60.00	0.12	-1.89	0.85
-30.00	-1050.00	120.00	0.30	-0.98	1.10	-40.00	-940.00	130.00	-0.43	0.18	0.49	-20.00	-1000.00	-70.00	-0.79	1.59	0.12	20.00	-990.00	60.00	0.24	-1.83	0.91
-30.00	-1050.00	120.00	0.37	-0.98	1.04	-40.00	-930.00	130.00	-0.24	0.24	0.49	-20.00	-1000.00	-70.00	-0.55	1.40	-0.06	10.00	-990.00	50.00	0.30	-1.65	0.85
-30.00	-1050.00	130.00	0.49	-0.98	1.10	-40.00	-940.00	130.00	-0.12	0.18	0.55	-20.00	-1000.00	-70.00	-0.49	1.34	-0.12	10.00	-1000.00	50.00	0.79	-1.89	0.98
-30.00	-1050.00	130.00	0.67	-0.98	1.10	-40.00	-940.00	120.00	0.00	0.06	0.49	-20.00	-1000.00	-70.00	-0.55	1.22	0.12	10.00	-1000.00	50.00	1.04	-2.13	1.22
-30.00	-1050.00	130.00	0.73	-0.98	1.16	-40.00	-940.00	130.00	0.06	0.12	0.49	-20.00	-1000.00	-70.00	-0.37	1.10	0.24	10.00	-1000.00	50.00	1.34	-2.38	1.28
-30.00	-1050.00	120.00	0.79	-0.98	1.16	-40.00	-940.00	120.00	0.00	0.06	0.55	-20.00	-990.00	-80.00	-0.24	1.34	-0.06	20.00	-1000.00	50.00	1.59	-2.68	1.40
-30.00	-1050.00	120.00	0.73	-1.10	1.22	-40.00	-940.00	120.00	0.00	0.00	0.67	-20.00	-1000.00	-70.00	-0.12	1.59	0.00	20.00	-1000.00	50.00	1.46	-2.56	1.46
-30.00	-1050.00	130.00	0.91	-1.10	1.22	-40.00	-940.00	130.00	0.06	0.12	0.67	-20.00	-1000.00	-70.00	0.06	1.59	0.12	20.00	-1010.00	50.00	1.46	-2.26	1.46
-30.00	-1050.00	130.00	0.91	-1.04	1.28	-40.00	-940.00	120.00	0.00	0.12	0.79	-20.00	-1000.00	-70.00	0.43	1.77	0.55	20.00	-1010.00	50.00	1.40	-1.95	1.65
-30.00	-1050.00	120.00	0.85	-0.98	1.22	-30.00	-940.00	120.00	0.00	0.18	0.73	-30.00	-1000.00	-70.00	0.67	1.59	1.04	20.00	-1010.00	50.00	1.22	-1.65	1.71
-30.00	-1050.00	120.00	0.91	-0.79	1.16	-30.00	-940.00	120.00	0.00	0.30	0.73	-20.00	-1000.00	-70.00	0.55	1.59	1.22	20.00	-1000.00	50.00	1.04	-1.34	1.71
-30.00	-1050.00	120.00	0.91	-0.67	1.10	-40.00	-940.00	120.00	0.06	0.30	0.67	-20.00	-1000.00	-70.00	0.55	1.77	1.04	20.00	-1000.00	60.00	0.98	-1.22	1.65
-20.00	-1050.00	120.00	0.85	-0.55	1.10	-40.00	-930.00	120.00	-0.06	0.37	0.61	-10.00	-1010.00	-70.00	0.43	1.65	1.04	20.00	-1000.00	50.00	1.10	-1.16	1.59
-30.00	-1050.00	130.00	0.79	-0.67	1.16	-40.00	-940.00	130.00	-0.12	0.55	0.55	-20.00	-1000.00	-70.00	0.49	1.59	0.98	20.00	-1000.00	60.00	0.91	-1.04	1.46
-30.00	-1050.00	120.00	0.79	-0.55	1.22	-40.00	-940.00	130.00	-0.18	0.43	0.55	-20.00	-1000.00	-70.00	0.30	1.52	0.85	10.00	-1000.00	60.00	0.79	-0.98	1.40
-30.00	-1050.00	120.00	0.79	-0.43	1.10	-30.00	-940.00	130.00	-0.18	0.43	0.55	-20.00	-1000.00	-70.00	0.18	1.34	0.67	20.00	-1000.00	60.00	0.85	-1.04	1.40
-30.00	-1050.00	130.00	0.79	-0.43	1.04	-40.00	-940.00	130.00	-0.30	0.43	0.61	-20.00	-1000.00	-70.00	-0.06	1.22	0.55	10.00	-990.00	50.00	0.85	-1.10	1.46
-30.00	-1050.00	120.00	0.73	-0.49	1.10	-40.00	-930.00	120.00	-0.12	0.37	0.67	-20.00	-1000.00	-70.00	-0.18	1.10	0.43	10.00	-990.00	60.00	0.79	-1.04	1.59
