LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-70.00	-1030.00	170.00	1.28	10.12	5.06	230.00	-820.00	-290.00	-11.95	1.83	7.38	-220.00	-1020.00	20.00	11.77	-2.50	-7.07	-210.00	-980.00	300.00	0.67	-9.88	3.41
-270.00	-1030.00	100.00	1.65	-1.71	3.78	80.00	-840.00	-330.00	0.24	-1.04	2.99	-140.00	-1030.00	40.00	-1.16	0.55	1.77	-170.00	-970.00	360.00	-1.52	0.00	2.26
-270.00	-1030.00	100.00	1.71	-1.65	4.02	80.00	-840.00	-330.00	0.18	-0.98	2.93	-140.00	-1030.00	50.00	-1.22	0.49	1.83	-160.00	-970.00	360.00	-1.59	-0.06	2.26
-270.00	-1030.00	100.00	1.77	-1.59	4.09	80.00	-840.00	-330.00	0.18	-0.98	2.93	-140.00	-1030.00	50.00	-1.22	0.49	1.95	-160.00	-960.00	360.00	-1.59	-0.24	2.44
-270.00	-1030.00	100.00	1.95	-1.46	4.27	80.00	-840.00	-330.00	0.06	-0.98	2.93	-140.00	-1030.00	50.00	-1.22	0.37	2.07	-160.00	-970.00	360.00	-1.59	-0.30	2.38
-270.00	-1030.00	100.00	1.89	-1.40	4.51	80.00	-840.00	-320.00	-0.06	-0.85	2.93	-130.00	-1040.00	50.00	-1.16	0.30	2.13	-160.00	-970.00	360.00	-1.59	-0.37	2.38
-270.00	-1030.00	100.00	2.01	-1.28	4.63	90.00	-840.00	-320.00	-0.12	-0.79	2.93	-140.00	-1030.00	50.00	-1.22	0.37	2.20	-170.00	-970.00	360.00	-1.52	-0.30	2.32
-270.00	-1030.00	100.00	2.01	-1.16	4.63	80.00	-840.00	-320.00	-0.06	-0.67	3.11	-140.00	-1020.00	50.00	-1.28	0.30	2.20	-160.00	-970.00	360.00	-1.46	-0.24	2.50
-270.00	-1030.00	100.00	2.01	-1.34	4.57	80.00	-840.00	-320.00	-0.24	-0.73	3.17	-130.00	-1030.00	50.00	-1.22	0.24	2.26	-170.00	-970.00	360.00	-1.40	-0.37	2.74
-270.00	-1030.00	100.00	2.01	-1.40	4.33	80.00	-850.00	-320.00	-0.30	-0.79	3.29	-140.00	-1030.00	50.00	-1.28	0.30	2.38	-170.00	-970.00	350.00	-1.46	-0.49	2.87
-270.00	-1030.00	100.00	1.89	-1.40	4.27	80.00	-850.00	-320.00	-0.18	-0.85	3.41	-140.00	-1030.00	50.00	-1.34	0.30	2.38	-170.00	-970.00	360.00	-1.46	-0.37	2.87
-270.00	-1030.00	100.00	1.89	-1.16	4.09	80.00	-850.00	-320.00	0.00	-0.73	3.54	-130.00	-1030.00	50.00	-1.46	0.37	2.50	-160.00	-970.00	360.00	-1.46	-0.30	2.99
-270.00	-1030.00	100.00	1.71	-1.04	4.27	80.00	-850.00	-330.00	-0.06	-0.73	3.60	-140.00	-1030.00	50.00	-1.40	0.37	2.56	-170.00	-970.00	360.00	-1.59	-0.24	2.80
-280.00	-1030.00	100.00	1.71	-0.85	4.21	80.00	-840.00	-330.00	-0.24	-0.79	3.48	-140.00	-1030.00	50.00	-1.28	0.43	2.44	-170.00	-970.00	360.00	-1.65	-0.06	2.74
-270.00	-1030.00	100.00	1.65	-0.79	4.39	80.00	-850.00	-330.00	-0.12	-0.79	3.41	-140.00	-1030.00	60.00	-1.28	0.67	2.32	-160.00	-970.00	360.00	-1.65	0.06	2.68
-280.00	-1030.00	110.00	1.71	-0.73	4.45	80.00	-840.00	-330.00	-0.12	-0.98	3.41	-140.00	-1030.00	50.00	-1.28	0.67	2.20	-160.00	-970.00	360.00	-1.65	0.18	2.50
-280.00	-1020.00	110.00	1.71	-0.49	4.39	80.00	-840.00	-330.00	-0.18	-0.91	3.54	-140.00	-1030.00	50.00	-1.28	0.61	2.26	-170.00	-970.00	360.00	-1.65	0.12	2.38
-270.00	-1030.00	110.00	1.83	-0.30	4.51	70.00	-850.00	-330.00	-0.18	-0.79	3.48	-140.00	-1030.00	50.00	-1.34	0.61	2.20	-170.00	-970.00	360.00	-1.71	0.06	2.20
-280.00	-1030.00	110.00	1.83	-0.12	4.82	80.00	-840.00	-320.00	-0.18	-0.79	3.41	-140.00	-1030.00	40.00	-1.34	0.55	2.20	-170.00	-970.00	360.00	-1.77	0.06	2.07
-280.00	-1020.00	100.00	2.01	-0.18	4.94	80.00	-850.00	-320.00	-0.06	-0.85	3.23	-130.00	-1030.00	40.00	-1.28	0.43	2.26	-170.00	-970.00	360.00	-1.65	0.12	1.89
-280.00	-1030.00	100.00	2.01	-0.37	4.88	80.00	-850.00	-330.00	-0.06	-0.85	3.29	-140.00	-1030.00	50.00	-1.40	0.43	2.44	-170.00	-970.00	360.00	-1.59	0.18	1.71
-280.00	-1020.00	110.00	1.89	-0.37	4.70	80.00	-850.00	-320.00	-0.18	-0.67	3.41	-150.00	-1030.00	50.00	-1.40	0.37	2.38	-170.00	-970.00	360.00	-1.46	0.18	1.59
-280.00	-1020.00	100.00	1.83	-0.49	4.57	80.00	-840.00	-320.00	-0.24	-0.49	3.35	-140.00	-1030.00	40.00	-1.40	0.37	2.38	-170.00	-960.00	350.00	-1.46	0.24	1.52
-280.00	-1020.00	100.00	1.83	-0.67	4.57	80.00	-840.00	-320.00	-0.30	-0.67	3.23	-140.00	-1030.00	40.00	-1.34	0.49	2.26	-180.00	-970.00	360.00	-1.40	0.24	1.46
-280.00	-1030.00	100.00	1.77	-0.61	4.63	80.00	-840.00	-320.00	-0.37	-0.55	3.11	-140.00	-1030.00	50.00	-1.10	0.30	2.38	-170.00	-970.00	360.00	-1.34	0.37	1.40
-290.00	-1030.00	110.00	1.77	-0.37	4.63	80.00	-850.00	-330.00	-0.43	-0.37	2.80	-140.00	-1030.00	50.00	-1.10	0.12	2.50	-180.00	-970.00	360.00	-1.40	0.30	1.22
-290.00	-1030.00	110.00	1.83	-0.37	4.63	70.00	-850.00	-320.00	-0.49	-0.43	2.56	-140.00	-1030.00	50.00	-0.98	0.12	2.74	-170.00	-970.00	360.00	-1.34	0.18	1.22
-290.00	-1020.00	110.00	1.71	-0.55	4.45	70.00	-840.00	-320.00	-0.49	-0.55	2.32	-140.00	-1030.00	50.00	-0.98	0.00	2.87	-180.00	-970.00	360.00	-1.40	0.24	1.16
-290.00	-1030.00	110.00	1.71	-0.79	4.51	70.00	-850.00	-330.00	-0.67	-0.43	2.07	-150.00	-1030.00	50.00	-1.10	0.00	2.87	-180.00	-970.00	360.00	-1.46	0.18	1.04
-290.00	-1030.00	100.00	1.83	-0.55	4.45	60.00	-850.00	-330.00	-0.55	-0.49	1.95	-140.00	-1030.00	40.00	-1.10	0.24	2.80	-170.00	-970.00	360.00	-1.52	0.18	0.98
-280.00	-1030.00	110.00	1.77	-0.24	4.45	70.00	-850.00	-320.00	-0.49	-0.49	1.77	-140.00	-1030.00	40.00	-1.22	0.43	2.74	-170.00	-970.00	360.00	-1.65	0.30	0.79
-290.00	-1030.00	110.00	1.52	-0.30	4.39	70.00	-850.00	-330.00	-0.67	-0.49	1.71	-140.00	-1030.00	40.00	-1.28	0.49	2.56	-180.00	-970.00	350.00	-1.59	0.37	0.67
-280.00	-1030.00	110.00	1.34	-0.37	3.96	70.00	-840.00	-330.00	-0.49	-0.37	1.77	-150.00	-1030.00	50.00	-1.28	0.73	2.38	-170.00	-970.00	360.00	-1.59	0.18	0.55
-290.00	-1020.00	110.00	1.16	-0.30	3.60	70.00	-840.00	-320.00	-0.37	-0.49	1.83	-150.00	-1030.00	40.00	-1.34	0.73	2.32	-180.00	-970.00	360.00	-1.71	0.12	0.43
-290.00	-1020.00	110.00	1.04	-0.37	3.41	70.00	-850.00	-320.00	-0.37	-0.30	1.65	-150.00	-1030.00	40.00	-1.40	0.67	2.26	-180.00	-970.00	360.00	-1.83	0.18	0.24
-290.00	-1020.00	110.00	0.91	-0.61	2.99	70.00	-850.00	-330.00	-0.37	-0.12	1.71	-150.00	-1030.00	50.00	-1.40	0.67	2.07	-180.00	-970.00	350.00	-1.71	0.30	0.18
-290.00	-1020.00	110.00	0.73	-0.79	2.62	70.00	-850.00	-320.00	-0.18	0.00	1.89	-150.00	-1030.00	50.00	-1.04	0.98	1.40	-170.00	-970.00	360.00	-1.71	0.18	0.12
