LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-280.00	-1030.00	120.00	0.85	-0.30	1.52	90.00	-840.00	-320.00	-0.49	0.30	0.98	-160.00	-1030.00	10.00	-0.06	0.55	-0.37	-150.00	-970.00	340.00	-0.61	-0.24	-0.06
-300.00	-1020.00	120.00	-0.12	-0.55	0.67	70.00	-840.00	-330.00	-0.73	0.43	0.37	-160.00	-1030.00	30.00	0.30	0.55	-1.10	-170.00	-970.00	350.00	-0.79	-0.18	-0.18
-300.00	-1010.00	120.00	-0.06	-0.49	0.67	70.00	-850.00	-330.00	-0.55	0.37	0.30	-160.00	-1030.00	20.00	0.18	0.67	-1.28	-170.00	-970.00	350.00	-0.79	-0.18	-0.06
-300.00	-1020.00	120.00	0.00	-0.49	0.73	70.00	-850.00	-330.00	-0.67	0.37	0.30	-160.00	-1030.00	30.00	0.12	0.79	-1.28	-170.00	-970.00	350.00	-0.85	-0.18	0.06
-300.00	-1020.00	120.00	0.00	-0.61	0.67	70.00	-850.00	-330.00	-0.55	0.37	0.30	-160.00	-1030.00	30.00	0.06	0.73	-1.22	-170.00	-970.00	350.00	-0.98	-0.18	0.06
-300.00	-1020.00	110.00	0.00	-0.85	0.61	70.00	-840.00	-330.00	-0.67	0.43	0.37	-150.00	-1020.00	30.00	0.06	0.61	-1.16	-170.00	-970.00	360.00	-0.79	-0.18	-0.06
-300.00	-1020.00	120.00	-0.12	-0.85	0.55	70.00	-840.00	-330.00	-0.73	0.43	0.43	-160.00	-1020.00	30.00	0.00	0.61	-0.98	-170.00	-970.00	350.00	-0.98	-0.06	-0.06
-300.00	-1020.00	120.00	-0.18	-0.85	0.67	60.00	-840.00	-330.00	-0.73	0.37	0.43	-160.00	-1030.00	30.00	0.00	0.79	-0.85	-180.00	-970.00	350.00	-1.16	-0.06	-0.06
-300.00	-1020.00	110.00	-0.18	-0.79	0.79	70.00	-840.00	-330.00	-0.67	0.43	0.37	-160.00	-1030.00	20.00	0.00	0.79	-0.91	-170.00	-970.00	350.00	-1.10	-0.24	-0.06
-300.00	-1020.00	120.00	-0.12	-0.67	0.85	70.00	-840.00	-330.00	-0.67	0.37	0.24	-160.00	-1030.00	30.00	0.00	0.73	-0.98	-170.00	-970.00	350.00	-1.04	-0.37	0.06
