LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-520.00	-1470.00	320.00	-1.89	-0.85	-284.63	-2000.00	-1780.00	-320.00	-34.76	89.09	-58.66	-150.00	-1000.00	-90.00	-11.40	0.85	6.83	-80.00	-890.00	380.00	-9.76	20.67	-0.91
-40.00	-1040.00	220.00	0.00	0.67	-0.55	80.00	-880.00	-240.00	-1.04	0.73	-0.37	40.00	-1030.00	-30.00	1.95	-0.55	-1.95	90.00	-990.00	280.00	0.12	2.26	-2.80
-30.00	-1040.00	220.00	-0.12	0.73	-0.55	80.00	-880.00	-240.00	-0.91	0.61	-0.37	40.00	-1030.00	-20.00	2.07	-0.55	-2.20	90.00	-1000.00	270.00	0.12	2.50	-2.93
-30.00	-1040.00	220.00	-0.37	1.10	-0.61	70.00	-880.00	-240.00	-0.98	0.67	-0.18	40.00	-1030.00	-20.00	2.01	-0.37	-2.20	90.00	-1000.00	270.00	0.06	2.68	-3.05
-40.00	-1040.00	220.00	-0.43	1.10	-0.61	80.00	-880.00	-250.00	-0.91	0.73	-0.12	40.00	-1030.00	-30.00	2.07	-0.49	-2.07	90.00	-1000.00	270.00	-0.18	3.17	-3.41
-30.00	-1040.00	220.00	-0.55	1.28	-0.49	80.00	-880.00	-250.00	-0.98	0.79	0.00	40.00	-1020.00	-20.00	2.13	-0.67	-2.01	90.00	-1000.00	280.00	-1.65	7.74	-4.39
-40.00	-1040.00	230.00	-0.55	1.10	-0.55	80.00	-870.00	-250.00	-1.10	1.04	0.18	40.00	-1020.00	-10.00	2.07	-0.79	-1.95	90.00	-1000.00	280.00	-1.95	12.01	-4.51
-30.00	-1040.00	220.00	-0.49	1.04	-0.43	80.00	-880.00	-250.00	-1.10	0.98	0.24	40.00	-1030.00	-20.00	2.20	-0.85	-1.95	90.00	-1000.00	270.00	-1.83	11.77	-5.00
-30.00	-1040.00	230.00	-0.37	0.79	-0.37	70.00	-880.00	-240.00	-1.10	0.91	0.24	50.00	-1030.00	-20.00	2.26	-0.73	-2.01	90.00	-1000.00	270.00	-1.28	10.91	-5.12
-30.00	-1040.00	220.00	-0.37	0.73	-0.37	80.00	-880.00	-240.00	-1.10	0.91	0.30	40.00	-1020.00	-20.00	2.32	-0.79	-2.01	100.00	-1000.00	280.00	-0.73	9.88	-5.12
