LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-50.00	-1060.00	80.00	0.49	-1.28	0.61	70.00	-940.00	30.00	-0.06	-1.10	0.55	-190.00	-1020.00	-90.00	-2.44	0.49	3.78	-40.00	-1030.00	-10.00	-0.91	-0.37	2.62
-130.00	-1050.00	110.00	0.85	0.12	0.43	0.00	-930.00	0.00	-0.79	0.91	-0.06	0.00	-1040.00	-20.00	-1.04	0.61	1.95	60.00	-1020.00	80.00	-0.12	0.30	0.24
-130.00	-1050.00	100.00	0.43	0.49	0.24	-0.00	-930.00	0.00	-0.61	0.85	0.00	0.00	-1030.00	-20.00	0.06	-0.67	-0.73	60.00	-1020.00	80.00	-0.24	0.12	0.12
-130.00	-1050.00	100.00	-0.24	1.16	0.00	-0.00	-930.00	-0.00	-0.61	0.73	-0.12	10.00	-1030.00	-20.00	0.12	-0.55	-0.55	60.00	-1020.00	80.00	-0.30	-0.06	0.12
-130.00	-1050.00	110.00	-0.79	1.59	-0.43	-0.00	-930.00	0.00	-0.67	0.85	0.00	0.00	-1030.00	-20.00	0.12	-0.55	-0.37	60.00	-1020.00	80.00	-0.24	-0.12	0.12
-140.00	-1050.00	100.00	-0.73	1.83	-0.79	0.00	-940.00	0.00	-0.73	0.79	-0.06	10.00	-1040.00	-20.00	0.18	-0.49	-0.24	60.00	-1020.00	80.00	-0.30	0.49	0.30
-140.00	-1060.00	110.00	-0.98	2.32	-1.22	-0.00	-930.00	0.00	-0.37	0.61	-0.30	0.00	-1030.00	-10.00	0.12	-0.43	-0.24	60.00	-1020.00	80.00	0.37	1.16	0.61
-130.00	-1050.00	110.00	-0.73	3.05	-2.20	0.00	-930.00	-0.00	-0.24	0.79	-0.43	10.00	-1040.00	-10.00	0.06	-0.37	-0.18	60.00	-1020.00	80.00	0.30	1.16	0.43
-130.00	-1050.00	100.00	-0.37	3.84	-3.11	0.00	-930.00	-0.00	-0.37	1.04	-0.43	10.00	-1030.00	-20.00	0.00	-0.12	-0.18	60.00	-1030.00	80.00	0.06	0.98	0.24
-140.00	-1050.00	110.00	0.12	3.84	-3.29	-0.00	-940.00	0.00	-0.30	1.04	-0.43	10.00	-1030.00	-10.00	0.12	-0.06	-0.18	60.00	-1020.00	80.00	0.18	0.61	0.06
-130.00	-1050.00	100.00	1.16	3.66	-3.41	-0.00	-930.00	-0.00	-0.30	1.04	-0.30	0.00	-1040.00	-10.00	0.18	-0.06	-0.06	60.00	-1030.00	80.00	0.24	0.55	0.12
-130.00	-1050.00	110.00	1.34	3.90	-3.29	10.00	-940.00	0.00	-0.43	1.16	-0.37	0.00	-1040.00	-20.00	0.06	-0.55	-0.30	60.00	-1030.00	80.00	0.06	0.73	0.00
-130.00	-1060.00	110.00	1.71	2.99	-2.56	10.00	-930.00	-0.00	-0.37	1.22	-0.55	0.00	-1030.00	-20.00	-0.18	-1.16	-0.73	60.00	-1020.00	80.00	0.37	1.16	0.12
-140.00	-1050.00	110.00	1.89	2.38	-1.83	0.00	-930.00	0.00	-0.18	1.22	-0.49	10.00	-1040.00	-10.00	-0.06	-0.85	-0.91	50.00	-1020.00	80.00	0.91	1.22	0.06
-140.00	-1050.00	100.00	1.77	1.83	-1.28	0.00	-940.00	0.00	-0.30	1.34	-0.61	0.00	-1030.00	-10.00	-0.06	-0.79	-0.85	70.00	-1020.00	80.00	0.98	0.98	0.00
-130.00	-1050.00	110.00	1.52	1.71	-0.91	-0.00	-930.00	0.00	-0.18	1.40	-0.73	0.00	-1030.00	-20.00	-0.06	-0.55	-0.85	60.00	-1020.00	80.00	0.85	0.91	0.12
-130.00	-1030.00	100.00	1.10	1.71	-0.85	-0.00	-930.00	0.00	-0.18	1.28	-0.79	0.00	-1030.00	-20.00	0.06	-0.43	-0.79	70.00	-1020.00	80.00	0.49	1.16	0.12
-120.00	-1050.00	100.00	0.91	1.22	-0.67	0.00	-940.00	-10.00	-0.24	1.10	-0.73	0.00	-1030.00	-20.00	0.18	-0.43	-0.85	60.00	-1030.00	70.00	0.55	1.59	0.06
-130.00	-1050.00	110.00	0.73	1.28	-0.37	-0.00	-940.00	0.00	-0.18	0.43	-0.61	0.00	-1030.00	-20.00	-0.18	-0.61	-1.04	60.00	-1030.00	70.00	0.55	1.10	-0.12
-120.00	-1050.00	120.00	0.61	1.16	0.00	0.00	-940.00	0.00	0.24	-1.04	-0.67	10.00	-1030.00	-20.00	-0.37	-0.79	-1.52	60.00	-1020.00	80.00	0.37	0.85	-0.18
-120.00	-1060.00	120.00	0.61	0.79	0.55	10.00	-940.00	0.00	0.98	-2.87	-1.16	10.00	-1030.00	-20.00	-0.24	-0.67	-1.65	60.00	-1020.00	80.00	0.12	0.73	-0.24
-130.00	-1060.00	120.00	0.55	0.24	0.73	0.00	-930.00	-0.00	1.71	-4.82	-1.65	0.00	-1030.00	-20.00	-0.24	-0.37	-1.52	60.00	-1020.00	90.00	0.18	0.73	-0.12
-120.00	-1060.00	120.00	0.55	-0.18	0.98	10.00	-940.00	-0.00	2.68	-7.32	-2.26	0.00	-1040.00	-30.00	-0.12	-0.30	-1.40	50.00	-1030.00	80.00	0.06	0.67	0.06
-130.00	-1050.00	110.00	0.67	-0.43	1.10	0.00	-930.00	0.00	4.39	-12.44	-3.48	0.00	-1040.00	-30.00	-0.12	-0.73	-1.40	60.00	-1020.00	80.00	0.18	0.43	0.12
-130.00	-1050.00	110.00	0.73	-0.79	1.16	0.00	-930.00	10.00	5.85	-17.99	-4.45	10.00	-1040.00	-20.00	-0.24	-0.91	-1.40	60.00	-1020.00	90.00	0.06	0.49	0.18
-120.00	-1060.00	110.00	0.55	-1.10	1.16	0.00	-930.00	10.00	5.73	-20.12	-4.94	0.00	-1030.00	-10.00	-0.24	-0.67	-1.16	60.00	-1020.00	90.00	0.12	0.37	0.18
